position,season,games_played_season,fantasy_points,player_type,points_per_game,position_rank,position_percentile
D/ST,2022,17.0,137.0,team_defense,8.06,5.0,0.875
D/ST,2022,17.0,134.0,team_defense,7.88,6.0,0.828125
D/ST,2022,17.0,134.0,team_defense,7.88,6.0,0.828125
D/ST,2022,17.0,129.0,team_defense,7.59,8.0,0.765625
D/ST,2022,17.0,129.0,team_defense,7.59,8.0,0.765625
D/ST,2022,17.0,128.0,team_defense,7.53,10.0,0.71875
D/ST,2022,17.0,127.0,team_defense,7.47,11.0,0.6875
D/ST,2022,17.0,126.0,team_defense,7.41,12.0,0.640625
D/ST,2022,17.0,126.0,team_defense,7.41,12.0,0.640625
D/ST,2022,17.0,125.0,team_defense,7.35,14.0,0.578125
D/ST,2022,17.0,125.0,team_defense,7.35,14.0,0.578125
D/ST,2022,17.0,120.0,team_defense,7.06,16.0,0.53125
D/ST,2022,17.0,119.0,team_defense,7.0,17.0,0.5
D/ST,2022,17.0,118.0,team_defense,6.94,18.0,0.46875
D/ST,2022,17.0,116.0,team_defense,6.82,19.0,0.4375
D/ST,2022,16.0,108.0,team_defense,6.75,20.0,0.40625
TE,2023,10.0,160.4,offensive,16.04,1.0,1.0
TE,2023,17.0,263.3,offensive,15.49,2.0,0.9885057471264368
TE,2023,16.0,206.2,offensive,12.89,3.0,0.9770114942528736
TE,2023,15.0,182.4,offensive,12.16,4.0,0.9655172413793104
TE,2023,15.0,182.0,offensive,12.13,5.0,0.9540229885057471
TE,2023,15.0,174.10000000000002,offensive,11.61,6.0,0.9425287356321839
TE,2023,16.0,184.2,offensive,11.51,7.0,0.9310344827586207
TE,2023,13.0,143.9,offensive,11.07,8.0,0.9195402298850575
TE,2023,13.0,143.7,offensive,11.05,9.0,0.9080459770114943
TE,2023,13.0,131.1,offensive,10.08,10.0,0.896551724137931
TE,2023,17.0,164.10000000000002,offensive,9.65,11.0,0.8850574712643678
TE,2023,17.0,156.3,offensive,9.19,12.0,0.8735632183908046
TE,2023,12.0,101.2,offensive,8.43,13.0,0.8620689655172413
TE,2023,6.0,47.1,offensive,7.85,14.0,0.8505747126436781
TE,2023,13.0,100.8,offensive,7.75,15.0,0.8390804597701149
TE,2023,13.0,98.5,offensive,7.58,16.0,0.8275862068965517
TE,2023,17.0,126.5,offensive,7.44,17.0,0.8160919540229885
TE,2023,10.0,71.5,offensive,7.15,18.0,0.8045977011494253
TE,2023,16.0,113.8,offensive,7.11,19.0,0.7931034482758621
TE,2023,15.0,106.2,offensive,7.08,20.0,0.7758620689655172
TE,2023,16.0,113.2,offensive,7.08,20.0,0.7758620689655172
TE,2023,4.0,27.5,offensive,6.88,22.0,0.7586206896551724
TE,2023,17.0,116.3,offensive,6.84,23.0,0.7471264367816092
TE,2023,9.0,56.900000000000006,offensive,6.32,24.0,0.735632183908046
TE,2023,8.0,49.2,offensive,6.15,25.0,0.7241379310344828
TE,2023,16.0,97.3,offensive,6.08,26.0,0.7126436781609196
TE,2023,15.0,88.1,offensive,5.87,27.0,0.7011494252873564
TE,2023,15.0,85.5,offensive,5.7,28.0,0.6896551724137931
TE,2023,13.0,71.4,offensive,5.49,29.0,0.6781609195402298
TE,2023,12.0,64.4,offensive,5.37,30.0,0.6666666666666666
QB,2023,4.0,164.68,offensive,41.17,1.0,1.0
QB,2023,17.0,622.8399999999999,offensive,36.64,2.0,0.9836065573770492
QB,2023,17.0,614.64,offensive,36.16,3.0,0.9672131147540983
QB,2023,8.0,287.74,offensive,35.97,4.0,0.9508196721311475
QB,2023,16.0,535.6,offensive,33.48,5.0,0.9344262295081968
QB,2023,17.0,559.06,offensive,32.89,6.0,0.9180327868852459
QB,2023,16.0,511.22,offensive,31.95,7.0,0.9016393442622951
QB,2023,17.0,532.8199999999999,offensive,31.34,8.0,0.8852459016393442
QB,2023,16.0,492.12,offensive,30.76,9.0,0.8688524590163934
QB,2023,17.0,521.1,offensive,30.65,10.0,0.8524590163934426
QB,2023,15.0,450.9,offensive,30.06,11.0,0.8360655737704918
QB,2023,15.0,448.02,offensive,29.87,12.0,0.819672131147541
QB,2023,13.0,385.16,offensive,29.63,13.0,0.8032786885245902
QB,2023,15.0,431.1,offensive,28.74,14.0,0.7868852459016393
QB,2023,17.0,488.36,offensive,28.73,15.0,0.7704918032786885
QB,2023,17.0,484.06,offensive,28.47,16.0,0.7540983606557377
QB,2023,11.0,308.44000000000005,offensive,28.04,17.0,0.7377049180327869
QB,2023,7.0,193.1,offensive,27.59,18.0,0.7213114754098361
QB,2023,10.0,265.16,offensive,26.52,19.0,0.7049180327868853
QB,2023,16.0,420.54,offensive,26.28,20.0,0.6885245901639344
WR,2023,16.0,403.4,offensive,25.21,1.0,1.0
WR,2023,17.0,406.2,offensive,23.89,2.0,0.9941176470588236
WR,2023,7.0,151.0,offensive,21.57,3.0,0.9882352941176471
WR,2023,8.0,169.4,offensive,21.18,4.0,0.9823529411764705
WR,2023,17.0,353.5,offensive,20.79,5.0,0.9764705882352941
WR,2023,16.0,325.9,offensive,20.37,6.0,0.9705882352941176
WR,2023,13.0,256.86,offensive,19.76,7.0,0.9647058823529412
WR,2023,15.0,268.40000000000003,offensive,17.89,8.0,0.9588235294117647
WR,2023,15.0,261.7,offensive,17.45,9.0,0.9529411764705882
WR,2023,10.0,168.1,offensive,16.81,10.0,0.9470588235294117
WR,2023,17.0,280.5,offensive,16.5,11.0,0.9411764705882353
WR,2023,15.0,236.62,offensive,15.77,12.0,0.9352941176470588
WR,2023,16.0,252.2,offensive,15.76,13.0,0.9294117647058824
WR,2023,16.0,247.4,offensive,15.46,14.0,0.9235294117647059
WR,2023,16.0,247.2,offensive,15.45,15.0,0.9176470588235294
WR,2023,16.0,245.2,offensive,15.32,16.0,0.9117647058823529
WR,2023,17.0,259.6,offensive,15.27,17.0,0.9058823529411765
WR,2023,16.0,243.58,offensive,15.22,18.0,0.9
WR,2023,17.0,257.5,offensive,15.15,19.0,0.8941176470588236
WR,2023,17.0,255.3,offensive,15.02,20.0,0.888235294117647
WR,2023,17.0,250.8,offensive,14.75,21.0,0.8823529411764706
WR,2023,17.0,246.4,offensive,14.49,22.0,0.8764705882352941
WR,2023,16.0,224.6,offensive,14.04,23.0,0.8705882352941177
WR,2023,9.0,123.3,offensive,13.7,24.0,0.8647058823529412
WR,2023,16.0,213.5,offensive,13.34,25.0,0.8588235294117647
WR,2023,15.0,199.0,offensive,13.27,26.0,0.8529411764705882
WR,2023,8.0,105.4,offensive,13.18,27.0,0.8470588235294118
WR,2023,8.0,105.0,offensive,13.12,28.0,0.8411764705882353
WR,2023,17.0,220.6,offensive,12.98,29.0,0.8352941176470589
WR,2023,11.0,140.6,offensive,12.78,30.0,0.8294117647058824
WR,2023,16.0,203.2,offensive,12.7,31.0,0.8235294117647058
WR,2023,16.0,196.3,offensive,12.27,32.0,0.8176470588235294
WR,2023,8.0,96.6,offensive,12.08,33.0,0.8117647058823529
WR,2023,14.0,168.60000000000002,offensive,12.04,34.0,0.8058823529411765
WR,2023,17.0,203.4,offensive,11.96,35.0,0.8
WR,2023,16.0,186.4,offensive,11.65,36.0,0.7941176470588235
WR,2023,16.0,185.4,offensive,11.59,37.0,0.788235294117647
WR,2023,17.0,193.8,offensive,11.4,38.0,0.7823529411764706
WR,2023,10.0,112.8,offensive,11.28,39.0,0.7764705882352941
WR,2023,15.0,168.60000000000002,offensive,11.24,40.0,0.7705882352941177
RB,2023,16.0,402.3,offensive,25.14,1.0,1.0
RB,2023,9.0,176.9,offensive,19.66,2.0,0.99
RB,2023,10.0,181.7,offensive,18.17,3.0,0.98
RB,2023,15.0,270.7,offensive,18.05,4.0,0.97
RB,2023,11.0,196.40000000000003,offensive,17.85,5.0,0.96
RB,2023,8.0,133.7,offensive,16.71,6.0,0.95
RB,2023,14.0,222.2,offensive,15.87,7.0,0.94
RB,2023,17.0,254.5,offensive,14.97,8.0,0.93
RB,2023,17.0,247.0,offensive,14.53,9.0,0.92
RB,2023,15.0,210.1,offensive,14.01,10.0,0.91
RB,2023,17.0,237.9,offensive,13.99,11.0,0.9
RB,2023,14.0,193.9,offensive,13.85,12.0,0.89
RB,2023,17.0,234.66,offensive,13.8,13.0,0.88
RB,2023,17.0,232.7,offensive,13.69,14.0,0.87
RB,2023,17.0,232.4,offensive,13.67,15.0,0.86
RB,2023,17.0,228.3,offensive,13.43,16.0,0.85
RB,2023,17.0,227.2,offensive,13.36,17.0,0.84
RB,2023,14.0,185.2,offensive,13.23,18.0,0.83
RB,2023,15.0,198.1,offensive,13.21,19.0,0.82
RB,2023,11.0,139.9,offensive,12.72,20.0,0.81
RB,2023,15.0,180.4,offensive,12.03,21.0,0.8
RB,2023,14.0,162.60000000000002,offensive,11.61,22.0,0.79
RB,2023,13.0,136.1,offensive,10.47,23.0,0.78
RB,2023,11.0,114.9,offensive,10.45,24.0,0.77
RB,2023,16.0,166.3,offensive,10.39,25.0,0.76
RB,2023,14.0,141.20000000000002,offensive,10.09,26.0,0.75
RB,2023,17.0,171.0,offensive,10.06,27.0,0.74
RB,2023,9.0,90.2,offensive,10.02,28.0,0.73
RB,2023,6.0,60.0,offensive,10.0,29.0,0.72
RB,2023,17.0,164.5,offensive,9.68,30.0,0.71
RB,2023,12.0,115.36,offensive,9.61,31.0,0.7
RB,2023,17.0,161.6,offensive,9.51,32.0,0.685
RB,2023,16.0,152.20000000000002,offensive,9.51,32.0,0.685
RB,2023,10.0,90.6,offensive,9.06,34.0,0.67
RB,2023,12.0,105.7,offensive,8.81,35.0,0.66
RB,2023,16.0,139.2,offensive,8.7,36.0,0.65
RB,2023,17.0,145.5,offensive,8.56,37.0,0.64
RB,2023,17.0,143.34,offensive,8.43,38.0,0.63
RB,2023,17.0,139.5,offensive,8.21,39.0,0.62
RB,2023,17.0,131.4,offensive,7.73,40.0,0.61
IDP,2023,17.0,529.5,defensive,31.15,1.0,1.0
IDP,2023,4.0,112.0,defensive,28.0,2.0,0.9986807387862797
IDP,2023,17.0,465.25,defensive,27.37,3.0,0.9973614775725593
IDP,2023,17.0,459.5,defensive,27.03,4.0,0.996042216358839
IDP,2023,17.0,459.25,defensive,27.01,5.0,0.9947229551451188
IDP,2023,17.0,443.25,defensive,26.07,6.0,0.9934036939313984
IDP,2023,16.0,408.25,defensive,25.52,7.0,0.9920844327176781
IDP,2023,17.0,419.25,defensive,24.66,8.0,0.9907651715039578
IDP,2023,16.0,391.5,defensive,24.47,9.0,0.9894459102902374
IDP,2023,8.0,194.5,defensive,24.31,10.0,0.9881266490765171
IDP,2023,17.0,384.75,defensive,22.63,11.0,0.9868073878627969
IDP,2023,20.0,425.0,defensive,21.25,12.0,0.9854881266490765
IDP,2023,16.0,339.75,defensive,21.23,13.0,0.9841688654353562
IDP,2023,19.0,402.25,defensive,21.17,14.0,0.9821899736147758
IDP,2023,16.0,338.75,defensive,21.17,14.0,0.9821899736147758
IDP,2023,20.0,412.25,defensive,20.61,16.0,0.9802110817941952
IDP,2023,17.0,349.5,defensive,20.56,17.0,0.978891820580475
IDP,2023,10.0,205.5,defensive,20.55,18.0,0.9775725593667546
IDP,2023,16.0,322.75,defensive,20.17,19.0,0.9762532981530343
IDP,2023,18.0,355.0,defensive,19.72,20.0,0.974934036939314
K,2023,17.0,189.0,kicker,11.12,1.0,1.0
K,2023,14.0,145.0,kicker,10.36,2.0,0.9722222222222222
K,2023,15.0,152.0,kicker,10.13,3.0,0.9444444444444444
K,2023,12.0,117.0,kicker,9.75,4.0,0.9166666666666666
K,2023,17.0,162.0,kicker,9.53,5.0,0.875
K,2023,17.0,162.0,kicker,9.53,5.0,0.875
K,2023,17.0,159.0,kicker,9.35,7.0,0.8333333333333334
K,2023,17.0,157.0,kicker,9.24,8.0,0.7777777777777778
K,2023,17.0,157.0,kicker,9.24,8.0,0.7777777777777778
K,2023,17.0,157.0,kicker,9.24,8.0,0.7777777777777778
K,2023,8.0,73.0,kicker,9.12,11.0,0.7083333333333334
K,2023,17.0,155.0,kicker,9.12,11.0,0.7083333333333334
K,2023,17.0,149.0,kicker,8.76,13.0,0.6666666666666666
K,2023,17.0,148.0,kicker,8.71,14.0,0.6388888888888888
K,2023,17.0,145.0,kicker,8.53,15.0,0.6111111111111112
K,2023,16.0,135.0,kicker,8.44,16.0,0.5833333333333334
K,2023,17.0,143.0,kicker,8.41,17.0,0.5555555555555556
K,2023,17.0,142.0,kicker,8.35,18.0,0.5277777777777778
K,2023,17.0,136.0,kicker,8.0,19.0,0.5
K,2023,17.0,135.0,kicker,7.94,20.0,0.4583333333333333
D/ST,2023,17.0,162.0,team_defense,9.53,1.0,1.0
D/ST,2023,17.0,160.0,team_defense,9.41,2.0,0.96875
D/ST,2023,17.0,158.0,team_defense,9.29,3.0,0.9375
D/ST,2023,17.0,149.0,team_defense,8.76,4.0,0.90625
D/ST,2023,17.0,148.0,team_defense,8.71,5.0,0.875
D/ST,2023,17.0,145.0,team_defense,8.53,6.0,0.84375
D/ST,2023,17.0,144.0,team_defense,8.47,7.0,0.8125
D/ST,2023,17.0,143.0,team_defense,8.41,8.0,0.765625
D/ST,2023,17.0,143.0,team_defense,8.41,8.0,0.765625
D/ST,2023,17.0,140.0,team_defense,8.24,10.0,0.71875
D/ST,2023,17.0,139.0,team_defense,8.18,11.0,0.6875
D/ST,2023,17.0,138.0,team_defense,8.12,12.0,0.65625
D/ST,2023,17.0,136.0,team_defense,8.0,13.0,0.625
D/ST,2023,17.0,128.0,team_defense,7.53,14.0,0.59375
D/ST,2023,17.0,125.0,team_defense,7.35,15.0,0.5625
D/ST,2023,17.0,123.0,team_defense,7.24,16.0,0.53125
D/ST,2023,17.0,122.0,team_defense,7.18,17.0,0.5
D/ST,2023,17.0,121.0,team_defense,7.12,18.0,0.46875
D/ST,2023,17.0,120.0,team_defense,7.06,19.0,0.421875
D/ST,2023,17.0,120.0,team_defense,7.06,19.0,0.421875
QB,2024,17.0,746.38,offensive,43.9,1.0,1.0
QB,2024,17.0,704.82,offensive,41.46,2.0,0.9821428571428571
QB,2024,17.0,671.8,offensive,39.52,3.0,0.9642857142857143
QB,2024,16.0,588.34,offensive,36.77,4.0,0.9464285714285714
QB,2024,17.0,617.46,offensive,36.32,5.0,0.9285714285714286
QB,2024,17.0,579.96,offensive,34.12,6.0,0.9107142857142857
QB,2024,17.0,554.2,offensive,32.6,7.0,0.8928571428571429
QB,2024,17.0,539.82,offensive,31.75,8.0,0.875
QB,2024,16.0,486.02,offensive,30.38,9.0,0.8571428571428571
QB,2024,10.0,302.92,offensive,30.29,10.0,0.8392857142857143
QB,2024,15.0,451.12,offensive,30.07,11.0,0.8214285714285714
QB,2024,15.0,419.86,offensive,27.99,12.0,0.8035714285714286
QB,2024,15.0,418.86,offensive,27.92,13.0,0.7857142857142857
QB,2024,7.0,195.04,offensive,27.86,14.0,0.7678571428571429
QB,2024,17.0,470.58,offensive,27.68,15.0,0.75
QB,2024,11.0,298.78,offensive,27.16,16.0,0.7321428571428571
QB,2024,17.0,455.4,offensive,26.79,17.0,0.7142857142857143
QB,2024,17.0,455.24,offensive,26.78,18.0,0.6964285714285714
QB,2024,10.0,262.9,offensive,26.29,19.0,0.6785714285714286
QB,2024,8.0,198.52,offensive,24.82,20.0,0.6607142857142857
TE,2024,17.0,263.8,offensive,15.52,1.0,1.0
TE,2024,12.0,163.9,offensive,13.66,2.0,0.9882352941176471
TE,2024,17.0,228.3,offensive,13.43,3.0,0.9764705882352941
TE,2024,11.0,134.5,offensive,12.23,4.0,0.9647058823529412
TE,2024,16.0,194.6,offensive,12.16,5.0,0.9529411764705882
TE,2024,17.0,200.7,offensive,11.81,6.0,0.9411764705882353
TE,2024,5.0,58.12,offensive,11.62,7.0,0.9294117647058824
TE,2024,17.0,193.3,offensive,11.37,8.0,0.9176470588235294
TE,2024,17.0,185.4,offensive,10.91,9.0,0.9058823529411765
TE,2024,17.0,183.5,offensive,10.79,10.0,0.8941176470588236
TE,2024,15.0,153.7,offensive,10.25,11.0,0.8823529411764706
TE,2024,16.0,154.8,offensive,9.68,12.0,0.8705882352941177
TE,2024,5.0,45.5,offensive,9.1,13.0,0.8588235294117647
TE,2024,14.0,121.6,offensive,8.69,14.0,0.8470588235294118
TE,2024,15.0,129.3,offensive,8.62,15.0,0.8352941176470589
TE,2024,9.0,74.1,offensive,8.23,16.0,0.8235294117647058
TE,2024,16.0,129.3,offensive,8.08,17.0,0.8117647058823529
TE,2024,15.0,117.4,offensive,7.83,18.0,0.8
TE,2024,16.0,124.4,offensive,7.78,19.0,0.788235294117647
TE,2024,10.0,77.2,offensive,7.72,20.0,0.7764705882352941
TE,2024,16.0,116.9,offensive,7.31,21.0,0.7588235294117647
TE,2024,17.0,124.2,offensive,7.31,21.0,0.7588235294117647
TE,2024,15.0,102.8,offensive,6.85,23.0,0.7411764705882353
TE,2024,14.0,94.5,offensive,6.75,24.0,0.7294117647058823
TE,2024,16.0,101.4,offensive,6.34,25.0,0.7176470588235294
TE,2024,16.0,100.5,offensive,6.28,26.0,0.7058823529411765
TE,2024,13.0,78.80000000000001,offensive,6.06,27.0,0.6941176470588235
TE,2024,9.0,52.5,offensive,5.83,28.0,0.6823529411764706
TE,2024,15.0,84.1,offensive,5.61,29.0,0.6705882352941176
TE,2024,10.0,55.400000000000006,offensive,5.54,30.0,0.6588235294117647
WR,2024,17.0,466.0,offensive,27.41,1.0,1.0
WR,2024,17.0,387.18,offensive,22.78,2.0,0.9939024390243902
WR,2024,12.0,267.1,offensive,22.26,3.0,0.9878048780487805
WR,2024,14.0,288.4,offensive,20.6,4.0,0.9817073170731707
WR,2024,7.0,143.8,offensive,20.54,5.0,0.975609756097561
WR,2024,17.0,339.8,offensive,19.99,6.0,0.9695121951219512
WR,2024,7.0,136.4,offensive,19.49,7.0,0.9634146341463414
WR,2024,8.0,154.3,offensive,19.29,8.0,0.9573170731707317
WR,2024,17.0,322.48,offensive,18.97,9.0,0.9512195121951219
WR,2024,17.0,303.0,offensive,17.82,10.0,0.9451219512195121
WR,2024,13.0,229.9,offensive,17.68,11.0,0.9390243902439024
WR,2024,15.0,253.5,offensive,16.9,12.0,0.9329268292682927
WR,2024,12.0,199.7,offensive,16.64,13.0,0.926829268292683
WR,2024,17.0,272.8,offensive,16.05,14.0,0.9207317073170732
WR,2024,15.0,240.6,offensive,16.04,15.0,0.9146341463414634
WR,2024,13.0,205.7,offensive,15.82,16.0,0.9085365853658537
WR,2024,16.0,251.3,offensive,15.71,17.0,0.9024390243902439
WR,2024,13.0,199.0,offensive,15.31,18.0,0.8963414634146342
WR,2024,10.0,150.5,offensive,15.05,19.0,0.8902439024390244
WR,2024,15.0,220.4,offensive,14.69,20.0,0.8841463414634146
WR,2024,16.0,233.6,offensive,14.6,21.0,0.8780487804878049
WR,2024,15.0,213.7,offensive,14.25,22.0,0.8719512195121951
WR,2024,11.0,154.9,offensive,14.08,23.0,0.8658536585365854
WR,2024,13.0,182.4,offensive,14.03,24.0,0.8597560975609756
WR,2024,6.0,83.8,offensive,13.97,25.0,0.8536585365853658
WR,2024,8.0,108.92,offensive,13.62,26.0,0.8475609756097561
WR,2024,15.0,197.5,offensive,13.17,27.0,0.8414634146341463
WR,2024,17.0,222.9,offensive,13.11,28.0,0.8353658536585366
WR,2024,15.0,196.4,offensive,13.09,29.0,0.8262195121951219
WR,2024,17.0,222.5,offensive,13.09,29.0,0.8262195121951219
WR,2024,8.0,102.1,offensive,12.76,31.0,0.8170731707317073
WR,2024,17.0,215.0,offensive,12.65,32.0,0.8109756097560976
WR,2024,17.0,214.0,offensive,12.59,33.0,0.8048780487804879
WR,2024,16.0,200.4,offensive,12.52,34.0,0.7987804878048781
WR,2024,16.0,196.2,offensive,12.26,35.0,0.7926829268292683
WR,2024,13.0,157.60000000000002,offensive,12.12,36.0,0.7865853658536586
WR,2024,15.0,181.2,offensive,12.08,37.0,0.7804878048780488
WR,2024,17.0,204.1,offensive,12.01,38.0,0.774390243902439
WR,2024,17.0,203.2,offensive,11.95,39.0,0.7682926829268293
WR,2024,14.0,164.20000000000002,offensive,11.73,40.0,0.7621951219512195
RB,2024,16.0,338.3,offensive,21.14,1.0,1.0
RB,2024,17.0,343.40000000000003,offensive,20.2,2.0,0.9896907216494846
RB,2024,17.0,334.8,offensive,19.69,3.0,0.979381443298969
RB,2024,17.0,291.9,offensive,17.17,4.0,0.9690721649484536
RB,2024,17.0,288.7,offensive,16.98,5.0,0.9587628865979382
RB,2024,14.0,230.7,offensive,16.48,6.0,0.9484536082474226
RB,2024,16.0,258.1,offensive,16.13,7.0,0.9381443298969072
RB,2024,16.0,256.70000000000005,offensive,16.04,8.0,0.9278350515463918
RB,2024,17.0,265.1,offensive,15.59,9.0,0.9175257731958762
RB,2024,14.0,217.3,offensive,15.52,10.0,0.9072164948453608
RB,2024,14.0,216.50000000000003,offensive,15.46,11.0,0.8969072164948454
RB,2024,16.0,245.0,offensive,15.31,12.0,0.8865979381443299
RB,2024,15.0,220.6,offensive,14.71,13.0,0.8762886597938144
RB,2024,15.0,206.6,offensive,13.77,14.0,0.865979381443299
RB,2024,14.0,191.72,offensive,13.69,15.0,0.8556701030927835
RB,2024,16.0,210.8,offensive,13.18,16.0,0.845360824742268
RB,2024,11.0,143.20000000000002,offensive,13.02,17.0,0.8350515463917526
RB,2024,16.0,207.90000000000003,offensive,12.99,18.0,0.8247422680412371
RB,2024,11.0,137.0,offensive,12.45,19.0,0.8144329896907216
RB,2024,17.0,208.6,offensive,12.27,20.0,0.8041237113402062
RB,2024,16.0,192.8,offensive,12.05,21.0,0.7938144329896907
RB,2024,17.0,195.4,offensive,11.49,22.0,0.7835051546391752
RB,2024,17.0,168.60000000000002,offensive,9.92,23.0,0.7731958762886598
RB,2024,14.0,137.8,offensive,9.84,24.0,0.7628865979381443
RB,2024,16.0,155.70000000000002,offensive,9.73,25.0,0.7525773195876289
RB,2024,5.0,48.400000000000006,offensive,9.68,26.0,0.7371134020618557
RB,2024,17.0,164.5,offensive,9.68,26.0,0.7371134020618557
RB,2024,11.0,106.2,offensive,9.65,28.0,0.7216494845360825
RB,2024,13.0,121.5,offensive,9.35,29.0,0.711340206185567
RB,2024,13.0,121.2,offensive,9.32,30.0,0.7010309278350515
RB,2024,10.0,90.5,offensive,9.05,31.0,0.6907216494845361
RB,2024,17.0,150.3,offensive,8.84,32.0,0.6804123711340206
RB,2024,17.0,150.10000000000002,offensive,8.83,33.0,0.6701030927835051
RB,2024,8.0,68.9,offensive,8.61,34.0,0.6597938144329897
RB,2024,16.0,135.10000000000002,offensive,8.44,35.0,0.6494845360824743
RB,2024,12.0,99.9,offensive,8.33,36.0,0.6391752577319587
RB,2024,11.0,90.1,offensive,8.19,37.0,0.6288659793814433
RB,2024,15.0,118.6,offensive,7.91,38.0,0.6185567010309279
RB,2024,12.0,93.6,offensive,7.8,39.0,0.6082474226804123
RB,2024,15.0,116.0,offensive,7.73,40.0,0.5979381443298969
IDP,2024,5.0,208.25,defensive,41.65,1.0,1.0
IDP,2024,17.0,464.0,defensive,27.29,2.0,0.9987029831387808
IDP,2024,15.0,396.0,defensive,26.4,3.0,0.9974059662775616
IDP,2024,15.0,376.0,defensive,25.07,4.0,0.9961089494163424
IDP,2024,13.0,320.25,defensive,24.63,5.0,0.9948119325551232
IDP,2024,4.0,95.75,defensive,23.94,6.0,0.993514915693904
IDP,2024,16.0,380.0,defensive,23.75,7.0,0.9922178988326849
IDP,2024,18.0,412.75,defensive,22.93,8.0,0.9909208819714657
IDP,2024,15.0,322.75,defensive,21.52,9.0,0.9896238651102465
IDP,2024,13.0,276.5,defensive,21.27,10.0,0.9883268482490273
IDP,2024,18.0,381.0,defensive,21.17,11.0,0.9870298313878081
IDP,2024,17.0,354.0,defensive,20.82,12.0,0.9857328145265889
IDP,2024,11.0,223.5,defensive,20.32,13.0,0.9844357976653697
IDP,2024,8.0,162.0,defensive,20.25,14.0,0.9831387808041504
IDP,2024,12.0,239.5,defensive,19.96,15.0,0.9811932555123216
IDP,2024,18.0,359.25,defensive,19.96,15.0,0.9811932555123216
IDP,2024,6.0,119.5,defensive,19.92,17.0,0.9792477302204928
IDP,2024,16.0,316.75,defensive,19.8,18.0,0.9779507133592736
IDP,2024,15.0,295.5,defensive,19.7,19.0,0.9766536964980544
IDP,2024,16.0,305.5,defensive,19.09,20.0,0.9753566796368353
K,2024,9.0,113.0,kicker,12.56,1.0,1.0
K,2024,17.0,205.0,kicker,12.06,2.0,0.9743589743589743
K,2024,17.0,202.0,kicker,11.88,3.0,0.9487179487179487
K,2024,4.0,45.0,kicker,11.25,4.0,0.9230769230769231
K,2024,16.0,177.0,kicker,11.06,5.0,0.8974358974358975
K,2024,17.0,182.0,kicker,10.71,6.0,0.8717948717948718
K,2024,13.0,133.0,kicker,10.23,7.0,0.8461538461538461
K,2024,17.0,172.0,kicker,10.12,8.0,0.8205128205128205
K,2024,17.0,169.0,kicker,9.94,9.0,0.7948717948717948
K,2024,13.0,126.0,kicker,9.69,10.0,0.7692307692307693
K,2024,17.0,163.0,kicker,9.59,11.0,0.7435897435897436
K,2024,17.0,162.0,kicker,9.53,12.0,0.717948717948718
K,2024,11.0,101.0,kicker,9.18,13.0,0.6923076923076923
K,2024,6.0,52.0,kicker,8.67,14.0,0.6666666666666666
K,2024,17.0,146.0,kicker,8.59,15.0,0.6410256410256411
K,2024,17.0,145.0,kicker,8.53,16.0,0.6153846153846154
K,2024,4.0,34.0,kicker,8.5,17.0,0.5641025641025641
K,2024,14.0,119.0,kicker,8.5,17.0,0.5641025641025641
K,2024,16.0,136.0,kicker,8.5,17.0,0.5641025641025641
K,2024,17.0,143.0,kicker,8.41,20.0,0.5128205128205128
D/ST,2024,17.0,165.0,team_defense,9.71,1.0,1.0
D/ST,2024,17.0,149.0,team_defense,8.76,2.0,0.96875
D/ST,2024,17.0,148.0,team_defense,8.71,3.0,0.921875
D/ST,2024,17.0,148.0,team_defense,8.71,3.0,0.921875
D/ST,2024,17.0,143.0,team_defense,8.41,5.0,0.875
D/ST,2024,17.0,140.0,team_defense,8.24,6.0,0.84375
D/ST,2024,17.0,133.0,team_defense,7.82,7.0,0.8125
D/ST,2024,17.0,127.0,team_defense,7.47,8.0,0.765625
D/ST,2024,17.0,127.0,team_defense,7.47,8.0,0.765625
D/ST,2024,17.0,126.0,team_defense,7.41,10.0,0.71875
D/ST,2024,17.0,119.0,team_defense,7.0,11.0,0.6875
D/ST,2024,17.0,118.0,team_defense,6.94,12.0,0.65625
D/ST,2024,17.0,117.0,team_defense,6.88,13.0,0.609375
D/ST,2024,17.0,117.0,team_defense,6.88,13.0,0.609375
D/ST,2024,17.0,114.0,team_defense,6.71,15.0,0.5625
D/ST,2024,17.0,113.0,team_defense,6.65,16.0,0.515625
D/ST,2024,17.0,113.0,team_defense,6.65,16.0,0.515625
D/ST,2024,17.0,111.0,team_defense,6.53,18.0,0.453125
D/ST,2024,17.0,111.0,team_defense,6.53,18.0,0.453125
D/ST,2024,17.0,108.0,team_defense,6.35,20.0,0.375
