position,season,games_played_season,fantasy_points,player_type,points_per_game
RB,2022,4.0,20.2,offensive,5.05
QB,2022,13.0,195.86,offensive,15.07
WR,2022,9.0,34.400000000000006,offensive,3.82
QB,2022,4.0,76.64,offensive,19.16
TE,2022,10.0,47.400000000000006,offensive,4.74
WR,2022,5.0,40.1,offensive,8.02
RB,2022,7.0,106.10000000000001,offensive,15.16
QB,2022,4.0,52.72,offensive,13.18
WR,2022,12.0,200.1,offensive,16.68
QB,2022,7.0,17.340000000000003,offensive,2.48
TE,2022,14.0,75.1,offensive,5.36
RB,2022,15.0,173.5,offensive,11.57
TE,2023,5.0,20.9,offensive,4.18
QB,2023,4.0,164.68,offensive,41.17
QB,2023,15.0,431.1,offensive,28.74
WR,2023,6.0,40.3,offensive,6.72
WR,2023,8.0,-1.5999999999999996,offensive,-0.2
QB,2023,10.0,119.34,offensive,11.93
QB,2023,15.0,450.90000000000003,offensive,30.06
WR,2023,4.0,1.5,offensive,0.38
QB,2023,8.0,287.74,offensive,35.97
QB,2023,9.0,104.04,offensive,11.56
WR,2023,17.0,168.0,offensive,9.88
TE,2023,7.0,32.7,offensive,4.67
WR,2023,8.0,2.3000000000000003,offensive,0.29
WR,2023,13.0,256.86,offensive,19.76
WR,2023,13.0,59.300000000000004,offensive,4.56
TE,2023,15.0,182.4,offensive,12.16
RB,2023,15.0,63.900000000000006,offensive,4.26
WR,2023,17.0,220.6,offensive,12.98
QB,2023,15.0,378.26000000000005,offensive,25.22
RB,2023,12.0,35.900000000000006,offensive,2.99
WR,2023,14.0,106.5,offensive,7.61
WR,2023,16.0,203.2,offensive,12.7
TE,2023,16.0,113.8,offensive,7.11
QB,2023,17.0,429.12,offensive,25.24
QB,2023,6.0,111.86,offensive,18.64
RB,2023,12.0,115.36,offensive,9.61
WR,2023,17.0,246.4,offensive,14.49
WR,2023,17.0,353.5,offensive,20.79
WR,2023,15.0,26.0,offensive,1.73
TE,2023,4.0,1.6,offensive,0.4
QB,2023,6.0,27.96,offensive,4.66
WR,2023,15.0,199.0,offensive,13.27
WR,2023,13.0,35.400000000000006,offensive,2.72
WR,2023,16.0,106.1,offensive,6.63
TE,2023,9.0,27.0,offensive,3.0
WR,2023,17.0,250.8,offensive,14.75
TE,2023,9.0,56.900000000000006,offensive,6.32
RB,2023,15.0,270.7,offensive,18.05
WR,2023,8.0,5.7,offensive,0.71
QB,2023,5.0,104.0,offensive,20.8
WR,2023,7.0,33.9,offensive,4.84
TE,2023,6.0,16.6,offensive,2.77
RB,2023,16.0,18.0,offensive,1.12
TE,2023,7.0,23.8,offensive,3.4
TE,2023,7.0,9.4,offensive,1.34
QB,2023,5.0,38.96,offensive,7.79
WR,2023,5.0,1.3,offensive,0.26
WR,2023,17.0,171.4,offensive,10.08
WR,2023,10.0,22.3,offensive,2.23
TE,2023,16.0,23.400000000000002,offensive,1.46
WR,2023,15.0,42.300000000000004,offensive,2.82
WR,2023,17.0,74.4,offensive,4.38
RB,2023,17.0,234.66,offensive,13.8
WR,2023,10.0,60.800000000000004,offensive,6.08
WR,2023,8.0,105.4,offensive,13.18
WR,2023,17.0,93.8,offensive,5.52
WR,2023,16.0,403.4,offensive,25.21
RB,2023,17.0,145.5,offensive,8.56
QB,2023,17.0,622.8399999999999,offensive,36.64
TE,2023,13.0,143.9,offensive,11.07
QB,2023,17.0,521.1,offensive,30.65
TE,2023,15.0,85.5,offensive,5.7
TE,2023,13.0,68.1,offensive,5.24
TE,2023,9.0,33.2,offensive,3.69
WR,2023,9.0,-2.0999999999999996,offensive,-0.23
RB,2023,16.0,402.29999999999995,offensive,25.14
WR,2023,16.0,135.2,offensive,8.45
TE,2023,16.0,206.2,offensive,12.89
RB,2023,11.0,114.9,offensive,10.45
WR,2023,8.0,105.0,offensive,13.12
RB,2023,15.0,27.900000000000002,offensive,1.86
QB,2023,5.0,118.74000000000001,offensive,23.75
QB,2023,16.0,142.52,offensive,8.91
TE,2023,9.0,36.8,offensive,4.09
WR,2023,9.0,9.600000000000001,offensive,1.07
RB,2023,17.0,69.3,offensive,4.08
QB,2023,6.0,130.8,offensive,21.8
RB,2023,10.0,181.70000000000002,offensive,18.17
WR,2023,8.0,24.700000000000003,offensive,3.09
WR,2023,5.0,4.8,offensive,0.96
WR,2023,9.0,88.9,offensive,9.88
QB,2023,7.0,3.26,offensive,0.47
RB,2023,14.0,141.20000000000002,offensive,10.09
TE,2023,11.0,11.200000000000001,offensive,1.02
RB,2023,6.0,3.3,offensive,0.55
WR,2023,11.0,36.0,offensive,3.27
TE,2023,15.0,106.2,offensive,7.08
QB,2023,5.0,78.68,offensive,15.74
QB,2023,16.0,492.12,offensive,30.76
TE,2023,17.0,156.3,offensive,9.19
TE,2023,16.0,184.2,offensive,11.51
RB,2023,14.0,25.200000000000003,offensive,1.8
TE,2023,15.0,88.1,offensive,5.87
RB,2023,17.0,247.0,offensive,14.53
RB,2023,11.0,139.9,offensive,12.72
WR,2023,10.0,112.8,offensive,11.28
WR,2023,17.0,142.2,offensive,8.36
RB,2023,14.0,100.00000000000001,offensive,7.14
RB,2023,9.0,90.2,offensive,10.02
QB,2023,6.0,27.46,offensive,4.58
WR,2023,16.0,146.8,offensive,9.18
RB,2023,9.0,29.5,offensive,3.28
QB,2023,13.0,178.56,offensive,13.74
QB,2023,13.0,71.18,offensive,5.48
QB,2023,13.0,36.92,offensive,2.84
RB,2023,7.0,23.2,offensive,3.31
TE,2023,12.0,35.2,offensive,2.93
RB,2023,17.0,171.0,offensive,10.06
RB,2023,7.0,4.300000000000001,offensive,0.61
TE,2023,17.0,60.1,offensive,3.54
WR,2023,16.0,45.5,offensive,2.84
WR,2023,8.0,11.4,offensive,1.42
WR,2023,12.0,14.100000000000001,offensive,1.18
WR,2023,7.0,21.7,offensive,3.1
WR,2023,16.0,247.2,offensive,15.45
TE,2023,12.0,101.2,offensive,8.43
TE,2023,13.0,13.200000000000001,offensive,1.02
TE,2023,5.0,2.1000000000000005,offensive,0.42
TE,2023,13.0,143.7,offensive,11.05
WR,2023,15.0,92.0,offensive,6.13
QB,2023,6.0,10.06,offensive,1.68
WR,2023,6.0,11.600000000000001,offensive,1.93
RB,2023,10.0,13.8,offensive,1.38
WR,2023,11.0,81.6,offensive,7.42
WR,2023,13.0,38.900000000000006,offensive,2.99
WR,2023,9.0,24.6,offensive,2.73
WR,2023,13.0,47.1,offensive,3.62
QB,2023,6.0,-1.3,offensive,-0.22
WR,2023,13.0,50.1,offensive,3.85
RB,2023,12.0,23.6,offensive,1.97
TE,2023,10.0,160.4,offensive,16.04
WR,2023,16.0,73.80000000000001,offensive,4.61
QB,2023,4.0,59.56,offensive,14.89
WR,2023,12.0,125.25999999999999,offensive,10.44
WR,2023,14.0,138.5,offensive,9.89
QB,2023,16.0,511.22,offensive,31.95
TE,2023,13.0,36.6,offensive,2.82
WR,2023,17.0,280.5,offensive,16.5
TE,2023,15.0,56.400000000000006,offensive,3.76
TE,2023,9.0,32.400000000000006,offensive,3.6
WR,2023,10.0,168.1,offensive,16.81
RB,2023,8.0,38.599999999999994,offensive,4.82
RB,2023,14.0,222.2,offensive,15.87
WR,2023,13.0,17.200000000000003,offensive,1.32
QB,2023,17.0,484.06,offensive,28.47
QB,2023,17.0,614.64,offensive,36.16
QB,2023,10.0,35.38,offensive,3.54
WR,2023,16.0,243.57999999999998,offensive,15.22
TE,2023,9.0,25.5,offensive,2.83
RB,2023,16.0,139.2,offensive,8.7
RB,2023,16.0,93.30000000000001,offensive,5.83
TE,2023,10.0,35.3,offensive,3.53
WR,2023,13.0,23.5,offensive,1.81
WR,2023,6.0,-1.4,offensive,-0.23
WR,2023,6.0,3.8,offensive,0.63
WR,2023,6.0,0.6000000000000001,offensive,0.1
WR,2023,11.0,52.400000000000006,offensive,4.76
WR,2023,12.0,29.0,offensive,2.42
WR,2023,11.0,140.6,offensive,12.78
QB,2023,7.0,193.1,offensive,27.59
TE,2023,15.0,182.0,offensive,12.13
RB,2023,16.0,58.6,offensive,3.66
TE,2023,12.0,55.3,offensive,4.61
RB,2023,17.0,143.34,offensive,8.43
RB,2023,17.0,161.6,offensive,9.51
QB,2023,5.0,89.56,offensive,17.91
QB,2023,16.0,306.2,offensive,19.14
RB,2023,14.0,7.9,offensive,0.56
WR,2023,9.0,52.1,offensive,5.79
TE,2023,13.0,98.5,offensive,7.58
WR,2023,10.0,45.6,offensive,4.56
WR,2023,9.0,50.7,offensive,5.63
WR,2023,6.0,26.9,offensive,4.48
WR,2023,9.0,64.5,offensive,7.17
WR,2023,17.0,145.0,offensive,8.53
RB,2023,7.0,35.400000000000006,offensive,5.06
RB,2023,6.0,26.6,offensive,4.43
RB,2023,15.0,24.8,offensive,1.65
TE,2023,14.0,50.3,offensive,3.59
WR,2023,8.0,6.4,offensive,0.8
WR,2023,16.0,247.4,offensive,15.46
TE,2023,14.0,39.400000000000006,offensive,2.81
RB,2023,6.0,17.0,offensive,2.83
WR,2023,17.0,164.2,offensive,9.66
WR,2023,13.0,127.7,offensive,9.82
WR,2023,17.0,259.6,offensive,15.27
RB,2023,14.0,185.2,offensive,13.23
TE,2023,10.0,50.6,offensive,5.06
RB,2023,13.0,136.1,offensive,10.47
WR,2023,4.0,1.7000000000000002,offensive,0.43
QB,2023,4.0,53.12,offensive,13.28
QB,2023,6.0,66.96000000000001,offensive,11.16
WR,2023,15.0,261.7,offensive,17.45
QB,2023,5.0,49.620000000000005,offensive,9.92
RB,2023,7.0,36.900000000000006,offensive,5.27
TE,2023,13.0,100.80000000000001,offensive,7.75
RB,2023,16.0,98.5,offensive,6.16
WR,2023,14.0,75.0,offensive,5.36
WR,2023,13.0,91.0,offensive,7.0
WR,2023,16.0,186.4,offensive,11.65
QB,2023,17.0,488.36,offensive,28.73
RB,2023,8.0,133.7,offensive,16.71
TE,2023,13.0,58.9,offensive,4.53
WR,2023,9.0,7.700000000000001,offensive,0.86
WR,2023,9.0,4.1000000000000005,offensive,0.46
TE,2023,14.0,60.7,offensive,4.34
RB,2023,14.0,162.60000000000002,offensive,11.61
WR,2023,15.0,168.60000000000002,offensive,11.24
WR,2023,12.0,42.5,offensive,3.54
WR,2023,16.0,252.20000000000002,offensive,15.76
QB,2023,17.0,559.06,offensive,32.89
RB,2023,15.0,95.60000000000001,offensive,6.37
WR,2023,8.0,11.5,offensive,1.44
RB,2023,16.0,166.3,offensive,10.39
TE,2023,15.0,174.10000000000002,offensive,11.61
RB,2023,4.0,18.0,offensive,4.5
WR,2023,14.0,53.900000000000006,offensive,3.85
WR,2023,7.0,151.0,offensive,21.57
WR,2023,7.0,19.1,offensive,2.73
WR,2023,7.0,0.6000000000000001,offensive,0.09
RB,2023,16.0,99.4,offensive,6.21
WR,2023,6.0,3.3,offensive,0.55
TE,2023,4.0,6.5,offensive,1.62
WR,2023,15.0,100.0,offensive,6.67
QB,2023,13.0,385.16,offensive,29.63
WR,2023,17.0,406.2,offensive,23.89
RB,2023,15.0,63.099999999999994,offensive,4.21
WR,2023,8.0,9.5,offensive,1.19
RB,2023,17.0,53.7,offensive,3.16
WR,2023,7.0,10.400000000000002,offensive,1.49
QB,2023,17.0,532.8199999999999,offensive,31.34
WR,2023,16.0,103.8,offensive,6.49
WR,2023,8.0,68.7,offensive,8.59
RB,2023,5.0,8.9,offensive,1.78
RB,2023,5.0,19.900000000000002,offensive,3.98
WR,2023,14.0,8.100000000000001,offensive,0.58
WR,2023,14.0,-2.0,offensive,-0.14
WR,2023,14.0,7.200000000000001,offensive,0.51
TE,2023,16.0,72.4,offensive,4.53
TE,2023,4.0,7.800000000000001,offensive,1.95
RB,2023,10.0,6.2,offensive,0.62
TE,2023,10.0,12.5,offensive,1.25
QB,2023,10.0,265.16,offensive,26.52
RB,2023,5.0,4.4,offensive,0.88
WR,2023,15.0,50.5,offensive,3.37
WR,2023,15.0,268.40000000000003,offensive,17.89
RB,2023,17.0,139.5,offensive,8.21
TE,2023,6.0,47.1,offensive,7.85
RB,2023,11.0,39.5,offensive,3.59
WR,2023,14.0,168.60000000000002,offensive,12.04
WR,2023,13.0,30.96,offensive,2.38
TE,2023,14.0,15.100000000000001,offensive,1.08
WR,2023,6.0,18.5,offensive,3.08
TE,2023,16.0,63.9,offensive,3.99
TE,2023,5.0,1.8000000000000003,offensive,0.36
TE,2023,8.0,27.1,offensive,3.39
WR,2023,14.0,101.4,offensive,7.24
WR,2023,9.0,25.5,offensive,2.83
RB,2023,12.0,105.7,offensive,8.81
TE,2023,15.0,55.00000000000001,offensive,3.67
TE,2023,9.0,15.5,offensive,1.72
RB,2023,17.0,164.5,offensive,9.68
TE,2023,8.0,49.2,offensive,6.15
QB,2023,5.0,31.82,offensive,6.36
WR,2023,15.0,236.62,offensive,15.77
RB,2023,10.0,90.60000000000001,offensive,9.06
WR,2023,16.0,224.60000000000002,offensive,14.04
WR,2023,13.0,32.0,offensive,2.46
RB,2023,16.0,61.379999999999995,offensive,3.84
WR,2023,17.0,75.0,offensive,4.41
QB,2023,11.0,308.44000000000005,offensive,28.04
WR,2023,8.0,9.9,offensive,1.24
WR,2023,16.0,325.9,offensive,20.37
TE,2023,17.0,116.3,offensive,6.84
QB,2023,16.0,420.53999999999996,offensive,26.28
QB,2023,11.0,184.4,offensive,16.76
RB,2023,17.0,232.4,offensive,13.67
WR,2023,16.0,93.1,offensive,5.82
RB,2023,6.0,14.500000000000002,offensive,2.42
WR,2023,8.0,56.7,offensive,7.09
RB,2023,16.0,152.20000000000002,offensive,9.51
TE,2023,13.0,71.4,offensive,5.49
QB,2023,12.0,171.94,offensive,14.33
QB,2023,17.0,414.54,offensive,24.38
TE,2023,7.0,12.0,offensive,1.71
WR,2023,8.0,5.800000000000001,offensive,0.73
RB,2023,14.0,193.9,offensive,13.85
WR,2023,4.0,5.1000000000000005,offensive,1.28
RB,2023,17.0,131.4,offensive,7.73
WR,2023,15.0,115.78,offensive,7.72
WR,2023,16.0,196.3,offensive,12.27
WR,2023,11.0,74.1,offensive,6.74
WR,2023,17.0,193.8,offensive,11.4
RB,2023,17.0,232.7,offensive,13.69
RB,2023,17.0,237.9,offensive,13.99
WR,2023,9.0,68.7,offensive,7.63
RB,2023,10.0,51.1,offensive,5.11
WR,2023,16.0,98.1,offensive,6.13
RB,2023,17.0,129.6,offensive,7.62
RB,2023,17.0,227.20000000000002,offensive,13.36
RB,2023,13.0,80.0,offensive,6.15
TE,2023,10.0,50.7,offensive,5.07
RB,2023,7.0,10.0,offensive,1.43
TE,2023,11.0,14.7,offensive,1.34
WR,2023,9.0,100.4,offensive,11.16
RB,2023,8.0,9.100000000000001,offensive,1.14
TE,2023,11.0,31.1,offensive,2.83
WR,2023,12.0,27.900000000000002,offensive,2.33
RB,2023,9.0,41.7,offensive,4.63
WR,2023,15.0,159.60000000000002,offensive,10.64
RB,2023,4.0,12.3,offensive,3.08
TE,2023,6.0,3.3000000000000003,offensive,0.55
WR,2023,14.0,16.2,offensive,1.16
WR,2023,17.0,85.4,offensive,5.02
WR,2023,13.0,60.8,offensive,4.68
WR,2023,17.0,142.2,offensive,8.36
WR,2023,17.0,109.80000000000001,offensive,6.46
WR,2023,9.0,23.900000000000002,offensive,2.66
TE,2023,17.0,126.5,offensive,7.44
WR,2023,10.0,7.1000000000000005,offensive,0.71
RB,2023,15.0,210.10000000000002,offensive,14.01
TE,2023,10.0,15.100000000000001,offensive,1.51
TE,2023,17.0,69.4,offensive,4.08
WR,2023,17.0,203.4,offensive,11.96
QB,2023,16.0,535.6,offensive,33.48
WR,2023,14.0,45.7,offensive,3.26
TE,2023,13.0,131.1,offensive,10.08
RB,2023,11.0,196.40000000000003,offensive,17.85
RB,2023,13.0,58.900000000000006,offensive,4.53
TE,2023,17.0,164.10000000000002,offensive,9.65
RB,2023,9.0,13.000000000000002,offensive,1.44
TE,2023,6.0,26.700000000000003,offensive,4.45
WR,2023,13.0,38.7,offensive,2.98
RB,2023,13.0,37.800000000000004,offensive,2.91
QB,2023,12.0,154.2,offensive,12.85
WR,2023,7.0,13.400000000000002,offensive,1.91
QB,2023,10.0,115.17999999999999,offensive,11.52
TE,2023,13.0,25.5,offensive,1.96
WR,2023,15.0,85.2,offensive,5.68
RB,2023,17.0,254.5,offensive,14.97
QB,2023,15.0,258.14,offensive,17.21
WR,2023,9.0,123.30000000000001,offensive,13.7
TE,2023,16.0,113.2,offensive,7.08
RB,2023,15.0,180.4,offensive,12.03
RB,2023,6.0,11.3,offensive,1.88
WR,2023,15.0,122.75999999999999,offensive,8.18
TE,2023,11.0,18.700000000000003,offensive,1.7
RB,2023,5.0,5.000000000000001,offensive,1.0
QB,2023,5.0,75.25999999999999,offensive,15.05
RB,2023,6.0,60.0,offensive,10.0
WR,2023,12.0,30.5,offensive,2.54
QB,2023,5.0,55.599999999999994,offensive,11.12
WR,2023,4.0,21.6,offensive,5.4
WR,2023,13.0,31.700000000000003,offensive,2.44
RB,2023,17.0,228.3,offensive,13.43
WR,2023,17.0,130.8,offensive,7.69
WR,2023,17.0,78.0,offensive,4.59
TE,2023,11.0,42.5,offensive,3.86
RB,2023,6.0,19.400000000000002,offensive,3.23
RB,2023,13.0,19.800000000000004,offensive,1.52
TE,2023,8.0,6.1000000000000005,offensive,0.76
WR,2023,13.0,106.5,offensive,8.19
WR,2023,13.0,72.8,offensive,5.6
WR,2023,14.0,16.700000000000003,offensive,1.19
QB,2023,11.0,217.82,offensive,19.8
QB,2023,6.0,3.4800000000000004,offensive,0.58
QB,2023,4.0,23.66,offensive,5.92
TE,2023,8.0,25.4,offensive,3.18
RB,2023,6.0,9.4,offensive,1.57
WR,2023,5.0,21.1,offensive,4.22
RB,2023,8.0,35.900000000000006,offensive,4.49
WR,2023,8.0,96.6,offensive,12.08
WR,2023,11.0,13.9,offensive,1.26
WR,2023,9.0,81.6,offensive,9.07
WR,2023,14.0,50.2,offensive,3.59
RB,2023,6.0,8.0,offensive,1.33
WR,2023,8.0,60.8,offensive,7.6
RB,2023,11.0,52.300000000000004,offensive,4.75
TE,2023,6.0,2.8000000000000007,offensive,0.47
RB,2023,6.0,9.700000000000001,offensive,1.62
WR,2023,14.0,59.900000000000006,offensive,4.28
TE,2023,4.0,2.2,offensive,0.55
RB,2023,17.0,99.0,offensive,5.82
RB,2023,5.0,8.8,offensive,1.76
TE,2023,6.0,20.1,offensive,3.35
WR,2023,6.0,6.0,offensive,1.0
TE,2023,16.0,97.3,offensive,6.08
TE,2023,5.0,21.5,offensive,4.3
WR,2023,13.0,31.300000000000004,offensive,2.41
WR,2023,13.0,16.900000000000002,offensive,1.3
WR,2023,15.0,56.7,offensive,3.78
WR,2023,8.0,169.4,offensive,21.18
WR,2023,11.0,13.200000000000003,offensive,1.2
WR,2023,17.0,255.3,offensive,15.02
TE,2023,10.0,71.5,offensive,7.15
WR,2023,17.0,111.10000000000001,offensive,6.54
RB,2023,15.0,66.10000000000001,offensive,4.41
RB,2023,17.0,109.80000000000001,offensive,6.46
RB,2023,9.0,176.9,offensive,19.66
TE,2023,8.0,34.3,offensive,4.29
TE,2023,6.0,5.800000000000001,offensive,0.97
WR,2023,17.0,86.7,offensive,5.1
WR,2023,15.0,35.800000000000004,offensive,2.39
WR,2023,16.0,185.4,offensive,11.59
TE,2023,17.0,263.3,offensive,15.49
TE,2023,12.0,64.4,offensive,5.37
WR,2023,16.0,213.5,offensive,13.34
TE,2023,4.0,27.5,offensive,6.88
WR,2023,17.0,257.5,offensive,15.15
RB,2023,4.0,1.9000000000000001,offensive,0.48
RB,2023,15.0,198.1,offensive,13.21
TE,2023,10.0,52.1,offensive,5.21
WR,2023,16.0,245.20000000000002,offensive,15.32
QB,2023,16.0,230.38,offensive,14.4
QB,2023,9.0,158.02,offensive,17.56
QB,2023,15.0,448.02,offensive,29.87
QB,2023,4.0,88.68,offensive,22.17
RB,2023,16.0,73.10000000000001,offensive,4.57
QB,2024,17.0,470.58,offensive,27.68
QB,2024,7.0,195.04,offensive,27.86
QB,2024,4.0,0.78,offensive,0.2
QB,2024,16.0,366.58000000000004,offensive,22.91
QB,2024,6.0,110.96000000000001,offensive,18.49
QB,2024,11.0,298.78,offensive,27.16
QB,2024,14.0,298.32,offensive,21.31
TE,2024,17.0,185.4,offensive,10.91
WR,2024,15.0,196.4,offensive,13.09
WR,2024,12.0,14.3,offensive,1.19
TE,2024,16.0,124.4,offensive,7.78
WR,2024,15.0,2.9000000000000004,offensive,0.19
WR,2024,15.0,68.2,offensive,4.55
WR,2024,15.0,30.1,offensive,2.01
QB,2024,17.0,416.0,offensive,24.47
RB,2024,13.0,35.5,offensive,2.73
WR,2024,7.0,5.5,offensive,0.79
WR,2024,4.0,27.3,offensive,6.82
QB,2024,10.0,262.9,offensive,26.29
WR,2024,13.0,36.900000000000006,offensive,2.84
WR,2024,13.0,199.0,offensive,15.31
WR,2024,13.0,3.0,offensive,0.23
WR,2024,14.0,288.4,offensive,20.6
TE,2024,4.0,21.0,offensive,5.25
QB,2024,11.0,221.14000000000001,offensive,20.1
WR,2024,13.0,57.1,offensive,4.39
WR,2024,13.0,24.6,offensive,1.89
WR,2024,13.0,59.0,offensive,4.54
WR,2024,13.0,59.1,offensive,4.55
TE,2024,6.0,20.0,offensive,3.33
WR,2024,8.0,108.92,offensive,13.62
RB,2024,12.0,51.9,offensive,4.32
WR,2024,5.0,5.2,offensive,1.04
RB,2024,13.0,121.2,offensive,9.32
WR,2024,7.0,5.6000000000000005,offensive,0.8
WR,2024,17.0,88.0,offensive,5.18
WR,2024,10.0,29.400000000000002,offensive,2.94
TE,2024,17.0,93.6,offensive,5.51
TE,2024,12.0,65.5,offensive,5.46
WR,2024,9.0,56.400000000000006,offensive,6.27
RB,2024,17.0,343.40000000000003,offensive,20.2
WR,2024,17.0,168.5,offensive,9.91
WR,2024,15.0,33.3,offensive,2.22
WR,2024,17.0,203.2,offensive,11.95
RB,2024,12.0,42.3,offensive,3.52
QB,2024,8.0,198.52,offensive,24.82
TE,2024,16.0,101.4,offensive,6.34
QB,2024,17.0,617.46,offensive,36.32
QB,2024,7.0,53.24,offensive,7.61
TE,2024,12.0,30.700000000000003,offensive,2.56
TE,2024,13.0,50.2,offensive,3.86
WR,2024,14.0,42.7,offensive,3.05
TE,2024,12.0,163.9,offensive,13.66
RB,2024,17.0,208.60000000000002,offensive,12.27
WR,2024,10.0,47.6,offensive,4.76
QB,2024,4.0,1.32,offensive,0.33
TE,2024,5.0,58.12,offensive,11.62
WR,2024,8.0,73.7,offensive,9.21
TE,2024,8.0,4.5,offensive,0.56
RB,2024,17.0,62.900000000000006,offensive,3.7
WR,2024,14.0,12.600000000000001,offensive,0.9
WR,2024,14.0,21.2,offensive,1.51
WR,2024,14.0,10.0,offensive,0.71
QB,2024,7.0,110.72,offensive,15.82
RB,2024,16.0,210.8,offensive,13.18
WR,2024,16.0,127.80000000000001,offensive,7.99
TE,2024,8.0,24.0,offensive,3.0
WR,2024,14.0,89.1,offensive,6.36
WR,2024,11.0,61.300000000000004,offensive,5.57
QB,2024,12.0,191.56,offensive,15.96
RB,2024,11.0,90.1,offensive,8.19
RB,2024,15.0,49.0,offensive,3.27
WR,2024,11.0,57.1,offensive,5.19
TE,2024,17.0,228.3,offensive,13.43
QB,2024,8.0,29.26,offensive,3.66
QB,2024,16.0,486.02,offensive,30.38
TE,2024,9.0,52.5,offensive,5.83
TE,2024,11.0,134.5,offensive,12.23
WR,2024,5.0,6.4,offensive,1.28
TE,2024,9.0,3.6,offensive,0.4
RB,2024,14.0,216.50000000000003,offensive,15.46
RB,2024,14.0,217.3,offensive,15.52
WR,2024,11.0,154.9,offensive,14.08
WR,2024,7.0,143.8,offensive,20.54
RB,2024,11.0,106.2,offensive,9.65
RB,2024,10.0,24.6,offensive,2.46
WR,2024,5.0,36.3,offensive,7.26
RB,2024,13.0,28.1,offensive,2.16
RB,2024,14.0,52.800000000000004,offensive,3.77
RB,2024,7.0,7.6000000000000005,offensive,1.09
TE,2024,15.0,84.1,offensive,5.61
RB,2024,6.0,32.900000000000006,offensive,5.48
TE,2024,16.0,116.9,offensive,7.31
WR,2024,8.0,0.7000000000000001,offensive,0.09
WR,2024,8.0,36.800000000000004,offensive,4.6
WR,2024,16.0,251.3,offensive,15.71
TE,2024,9.0,74.1,offensive,8.23
TE,2024,16.0,71.0,offensive,4.44
TE,2024,17.0,87.2,offensive,5.13
WR,2024,15.0,64.9,offensive,4.33
WR,2024,17.0,82.50000000000001,offensive,4.85
WR,2024,10.0,49.94,offensive,4.99
WR,2024,8.0,24.3,offensive,3.04
WR,2024,8.0,154.3,offensive,19.29
WR,2024,7.0,7.1000000000000005,offensive,1.01
TE,2024,17.0,263.8,offensive,15.52
QB,2024,8.0,157.8,offensive,19.73
WR,2024,8.0,51.9,offensive,6.49
RB,2024,5.0,48.400000000000006,offensive,9.68
QB,2024,17.0,746.38,offensive,43.9
TE,2024,13.0,5.300000000000001,offensive,0.41
WR,2024,17.0,204.10000000000002,offensive,12.01
TE,2024,16.0,100.5,offensive,6.28
TE,2024,6.0,6.5,offensive,1.08
WR,2024,17.0,175.2,offensive,10.31
RB,2024,16.0,338.3,offensive,21.14
WR,2024,5.0,31.1,offensive,6.22
QB,2024,17.0,671.8,offensive,39.52
QB,2024,16.0,588.34,offensive,36.77
WR,2024,4.0,22.8,offensive,5.7
QB,2024,17.0,579.96,offensive,34.12
WR,2024,13.0,137.3,offensive,10.56
RB,2024,10.0,90.5,offensive,9.05
RB,2024,15.0,118.6,offensive,7.91
TE,2024,15.0,129.3,offensive,8.62
WR,2024,9.0,27.2,offensive,3.02
WR,2024,7.0,21.2,offensive,3.03
WR,2024,15.0,105.4,offensive,7.03
WR,2024,8.0,80.30000000000001,offensive,10.04
QB,2024,17.0,455.23999999999995,offensive,26.78
TE,2024,9.0,40.800000000000004,offensive,4.53
RB,2024,10.0,27.7,offensive,2.77
TE,2024,10.0,77.2,offensive,7.72
RB,2024,15.0,71.60000000000001,offensive,4.77
RB,2024,16.0,155.70000000000002,offensive,9.73
QB,2024,10.0,162.32,offensive,16.23
WR,2024,4.0,6.9,offensive,1.72
WR,2024,4.0,1.5,offensive,0.38
WR,2024,14.0,39.3,offensive,2.81
WR,2024,17.0,93.30000000000001,offensive,5.49
WR,2024,16.0,91.0,offensive,5.69
RB,2024,17.0,109.7,offensive,6.45
RB,2024,7.0,13.9,offensive,1.99
RB,2024,4.0,3.4000000000000004,offensive,0.85
RB,2024,12.0,21.900000000000002,offensive,1.83
TE,2024,11.0,26.5,offensive,2.41
WR,2024,15.0,181.2,offensive,12.08
TE,2024,14.0,62.0,offensive,4.43
WR,2024,17.0,339.8,offensive,19.99
WR,2024,13.0,229.9,offensive,17.68
RB,2024,14.0,191.72,offensive,13.69
TE,2024,14.0,47.1,offensive,3.36
RB,2024,17.0,265.1,offensive,15.59
QB,2024,7.0,120.13999999999999,offensive,17.16
QB,2024,10.0,195.3,offensive,19.53
WR,2024,11.0,99.7,offensive,9.06
RB,2024,9.0,30.8,offensive,3.42
QB,2024,5.0,76.66,offensive,15.33
TE,2024,15.0,102.80000000000001,offensive,6.85
RB,2024,16.0,192.8,offensive,12.05
RB,2024,11.0,137.0,offensive,12.45
WR,2024,13.0,205.7,offensive,15.82
WR,2024,9.0,54.6,offensive,6.07
QB,2024,10.0,302.91999999999996,offensive,30.29
RB,2024,14.0,230.7,offensive,16.48
TE,2024,4.0,4.4,offensive,1.1
TE,2024,15.0,47.400000000000006,offensive,3.16
RB,2024,8.0,68.9,offensive,8.61
WR,2024,16.0,124.80000000000001,offensive,7.8
WR,2024,15.0,197.5,offensive,13.17
WR,2024,7.0,32.9,offensive,4.7
QB,2024,15.0,419.86,offensive,27.99
WR,2024,5.0,3.7,offensive,0.74
